K :  10
Iteration: 20 ; Train RMSE = 0.8897 ; Test RMSE = 0.9288
Iteration: 100 ; Train RMSE = 0.5623 ; Test RMSE = 0.6086
Iteration: 120 ; Train RMSE = 0.5245 ; Test RMSE = 0.5745
Iteration: 140 ; Train RMSE = 0.4951 ; Test RMSE = 0.5467
Iteration: 160 ; Train RMSE = 0.4835 ; Test RMSE = 0.5351
Iteration: 180 ; Train RMSE = 0.4787 ; Test RMSE = 0.5309
Iteration: 200 ; Train RMSE = 0.4759 ; Test RMSE = 0.5293
Iteration: 220 ; Train RMSE = 0.4736 ; Test RMSE = 0.5286
Iteration: 240 ; Train RMSE = 0.4715 ; Test RMSE = 0.5284
Iteration: 260 ; Train RMSE = 0.4693 ; Test RMSE = 0.5284
Iteration: 280 ; Train RMSE = 0.4668 ; Test RMSE = 0.5286
Iteration: 300 ; Train RMSE = 0.4638 ; Test RMSE = 0.5288
Iteration: 320 ; Train RMSE = 0.4601 ; Test RMSE = 0.5291
Iteration: 340 ; Train RMSE = 0.4555 ; Test RMSE = 0.5295
Iteration: 360 ; Train RMSE = 0.4499 ; Test RMSE = 0.5299
Iteration: 380 ; Train RMSE = 0.4432 ; Test RMSE = 0.5304
Iteration: 400 ; Train RMSE = 0.4353 ; Test RMSE = 0.5309
Iteration: 420 ; Train RMSE = 0.4264 ; Test RMSE = 0.5316
Iteration: 440 ; Train RMSE = 0.4165 ; Test RMSE = 0.5323
Iteration: 460 ; Train RMSE = 0.4062 ; Test RMSE = 0.5332
Iteration: 480 ; Train RMSE = 0.3955 ; Test RMSE = 0.5340
Iteration: 500 ; Train RMSE = 0.3848 ; Test RMSE = 0.5349
Iteration: 520 ; Train RMSE = 0.3744 ; Test RMSE = 0.5358
Iteration: 540 ; Train RMSE = 0.3644 ; Test RMSE = 0.5365
Iteration: 560 ; Train RMSE = 0.3548 ; Test RMSE = 0.5372
Iteration: 580 ; Train RMSE = 0.3457 ; Test RMSE = 0.5377
Iteration: 600 ; Train RMSE = 0.3372 ; Test RMSE = 0.5383


K :  140
Iteration: 20 ; Train RMSE = 0.8928 ; Test RMSE = 0.9286
Iteration: 40 ; Train RMSE = 0.7229 ; Test RMSE = 0.7677
Iteration: 60 ; Train RMSE = 0.6396 ; Test RMSE = 0.6853
Iteration: 80 ; Train RMSE = 0.5954 ; Test RMSE = 0.6405
Iteration: 100 ; Train RMSE = 0.5629 ; Test RMSE = 0.6091
Iteration: 120 ; Train RMSE = 0.5256 ; Test RMSE = 0.5754
Iteration: 140 ; Train RMSE = 0.4957 ; Test RMSE = 0.5473
Iteration: 160 ; Train RMSE = 0.4837 ; Test RMSE = 0.5352
Iteration: 180 ; Train RMSE = 0.4789 ; Test RMSE = 0.5310
Iteration: 200 ; Train RMSE = 0.4761 ; Test RMSE = 0.5293
Iteration: 220 ; Train RMSE = 0.4739 ; Test RMSE = 0.5286
Iteration: 240 ; Train RMSE = 0.4719 ; Test RMSE = 0.5283
Iteration: 260 ; Train RMSE = 0.4698 ; Test RMSE = 0.5284
Iteration: 280 ; Train RMSE = 0.4674 ; Test RMSE = 0.5286
Iteration: 300 ; Train RMSE = 0.4645 ; Test RMSE = 0.5288
Iteration: 320 ; Train RMSE = 0.4610 ; Test RMSE = 0.5291
Iteration: 340 ; Train RMSE = 0.4567 ; Test RMSE = 0.5294
Iteration: 360 ; Train RMSE = 0.4513 ; Test RMSE = 0.5298
Iteration: 380 ; Train RMSE = 0.4449 ; Test RMSE = 0.5303
Iteration: 400 ; Train RMSE = 0.4372 ; Test RMSE = 0.5309
Iteration: 420 ; Train RMSE = 0.4286 ; Test RMSE = 0.5316
Iteration: 440 ; Train RMSE = 0.4191 ; Test RMSE = 0.5323
Iteration: 460 ; Train RMSE = 0.4089 ; Test RMSE = 0.5331
Iteration: 480 ; Train RMSE = 0.3983 ; Test RMSE = 0.5341
Iteration: 500 ; Train RMSE = 0.3877 ; Test RMSE = 0.5350
Iteration: 520 ; Train RMSE = 0.3773 ; Test RMSE = 0.5358
Iteration: 540 ; Train RMSE = 0.3672 ; Test RMSE = 0.5365
Iteration: 560 ; Train RMSE = 0.3575 ; Test RMSE = 0.5372
Iteration: 580 ; Train RMSE = 0.3484 ; Test RMSE = 0.5378
Iteration: 600 ; Train RMSE = 0.3397 ; Test RMSE = 0.5384


K :  150
Iteration: 20 ; Train RMSE = 0.8928 ; Test RMSE = 0.9286
Iteration: 40 ; Train RMSE = 0.7229 ; Test RMSE = 0.7677
Iteration: 60 ; Train RMSE = 0.6394 ; Test RMSE = 0.6852
Iteration: 80 ; Train RMSE = 0.5947 ; Test RMSE = 0.6400
Iteration: 100 ; Train RMSE = 0.5604 ; Test RMSE = 0.6070
Iteration: 120 ; Train RMSE = 0.5216 ; Test RMSE = 0.5719
Iteration: 140 ; Train RMSE = 0.4939 ; Test RMSE = 0.5453
Iteration: 160 ; Train RMSE = 0.4833 ; Test RMSE = 0.5346
Iteration: 180 ; Train RMSE = 0.4789 ; Test RMSE = 0.5307
Iteration: 200 ; Train RMSE = 0.4762 ; Test RMSE = 0.5292
Iteration: 220 ; Train RMSE = 0.4741 ; Test RMSE = 0.5285
Iteration: 240 ; Train RMSE = 0.4722 ; Test RMSE = 0.5283
Iteration: 260 ; Train RMSE = 0.4701 ; Test RMSE = 0.5284
Iteration: 280 ; Train RMSE = 0.4679 ; Test RMSE = 0.5285
Iteration: 300 ; Train RMSE = 0.4652 ; Test RMSE = 0.5288
Iteration: 320 ; Train RMSE = 0.4620 ; Test RMSE = 0.5291
Iteration: 340 ; Train RMSE = 0.4578 ; Test RMSE = 0.5294
Iteration: 360 ; Train RMSE = 0.4527 ; Test RMSE = 0.5297
Iteration: 380 ; Train RMSE = 0.4465 ; Test RMSE = 0.5301
Iteration: 400 ; Train RMSE = 0.4391 ; Test RMSE = 0.5306
Iteration: 420 ; Train RMSE = 0.4305 ; Test RMSE = 0.5311
Iteration: 440 ; Train RMSE = 0.4210 ; Test RMSE = 0.5318
Iteration: 460 ; Train RMSE = 0.4107 ; Test RMSE = 0.5326
Iteration: 480 ; Train RMSE = 0.3999 ; Test RMSE = 0.5334
Iteration: 500 ; Train RMSE = 0.3891 ; Test RMSE = 0.5343
Iteration: 520 ; Train RMSE = 0.3786 ; Test RMSE = 0.5351
Iteration: 540 ; Train RMSE = 0.3684 ; Test RMSE = 0.5359
Iteration: 560 ; Train RMSE = 0.3586 ; Test RMSE = 0.5367
Iteration: 580 ; Train RMSE = 0.3495 ; Test RMSE = 0.5373
Iteration: 600 ; Train RMSE = 0.3408 ; Test RMSE = 0.5380


K :  160
Iteration: 20 ; Train RMSE = 0.8928 ; Test RMSE = 0.9285
Iteration: 40 ; Train RMSE = 0.7229 ; Test RMSE = 0.7677
Iteration: 60 ; Train RMSE = 0.6397 ; Test RMSE = 0.6853
Iteration: 80 ; Train RMSE = 0.5957 ; Test RMSE = 0.6406
Iteration: 100 ; Train RMSE = 0.5636 ; Test RMSE = 0.6095
Iteration: 120 ; Train RMSE = 0.5267 ; Test RMSE = 0.5761
Iteration: 140 ; Train RMSE = 0.4963 ; Test RMSE = 0.5476
Iteration: 160 ; Train RMSE = 0.4841 ; Test RMSE = 0.5352
Iteration: 180 ; Train RMSE = 0.4792 ; Test RMSE = 0.5309
Iteration: 200 ; Train RMSE = 0.4764 ; Test RMSE = 0.5292
Iteration: 220 ; Train RMSE = 0.4743 ; Test RMSE = 0.5285
Iteration: 240 ; Train RMSE = 0.4724 ; Test RMSE = 0.5283
Iteration: 260 ; Train RMSE = 0.4704 ; Test RMSE = 0.5283
Iteration: 280 ; Train RMSE = 0.4682 ; Test RMSE = 0.5284
Iteration: 300 ; Train RMSE = 0.4656 ; Test RMSE = 0.5287
Iteration: 320 ; Train RMSE = 0.4624 ; Test RMSE = 0.5289
Iteration: 340 ; Train RMSE = 0.4584 ; Test RMSE = 0.5293
Iteration: 360 ; Train RMSE = 0.4534 ; Test RMSE = 0.5296
Iteration: 380 ; Train RMSE = 0.4473 ; Test RMSE = 0.5300
Iteration: 400 ; Train RMSE = 0.4401 ; Test RMSE = 0.5305
Iteration: 420 ; Train RMSE = 0.4316 ; Test RMSE = 0.5310
Iteration: 440 ; Train RMSE = 0.4222 ; Test RMSE = 0.5317
Iteration: 460 ; Train RMSE = 0.4120 ; Test RMSE = 0.5324
Iteration: 480 ; Train RMSE = 0.4013 ; Test RMSE = 0.5332
Iteration: 500 ; Train RMSE = 0.3907 ; Test RMSE = 0.5341
Iteration: 520 ; Train RMSE = 0.3801 ; Test RMSE = 0.5349
Iteration: 540 ; Train RMSE = 0.3699 ; Test RMSE = 0.5357
Iteration: 560 ; Train RMSE = 0.3602 ; Test RMSE = 0.5364
Iteration: 580 ; Train RMSE = 0.3510 ; Test RMSE = 0.5371
Iteration: 600 ; Train RMSE = 0.3423 ; Test RMSE = 0.5377


K :  170
Iteration: 20 ; Train RMSE = 0.8928 ; Test RMSE = 0.9286
Iteration: 40 ; Train RMSE = 0.7229 ; Test RMSE = 0.7677
Iteration: 60 ; Train RMSE = 0.6396 ; Test RMSE = 0.6852
Iteration: 80 ; Train RMSE = 0.5954 ; Test RMSE = 0.6404
Iteration: 100 ; Train RMSE = 0.5627 ; Test RMSE = 0.6086
Iteration: 120 ; Train RMSE = 0.5251 ; Test RMSE = 0.5746
Iteration: 140 ; Train RMSE = 0.4955 ; Test RMSE = 0.5467
Iteration: 160 ; Train RMSE = 0.4838 ; Test RMSE = 0.5350
Iteration: 180 ; Train RMSE = 0.4792 ; Test RMSE = 0.5308
Iteration: 200 ; Train RMSE = 0.4764 ; Test RMSE = 0.5292
Iteration: 220 ; Train RMSE = 0.4743 ; Test RMSE = 0.5285
Iteration: 240 ; Train RMSE = 0.4725 ; Test RMSE = 0.5283
Iteration: 260 ; Train RMSE = 0.4706 ; Test RMSE = 0.5283
Iteration: 280 ; Train RMSE = 0.4685 ; Test RMSE = 0.5285
Iteration: 300 ; Train RMSE = 0.4659 ; Test RMSE = 0.5287
Iteration: 320 ; Train RMSE = 0.4628 ; Test RMSE = 0.5291
Iteration: 340 ; Train RMSE = 0.4590 ; Test RMSE = 0.5294
Iteration: 360 ; Train RMSE = 0.4541 ; Test RMSE = 0.5298
Iteration: 380 ; Train RMSE = 0.4483 ; Test RMSE = 0.5302
Iteration: 400 ; Train RMSE = 0.4413 ; Test RMSE = 0.5307
Iteration: 420 ; Train RMSE = 0.4330 ; Test RMSE = 0.5313
Iteration: 440 ; Train RMSE = 0.4238 ; Test RMSE = 0.5319
Iteration: 460 ; Train RMSE = 0.4138 ; Test RMSE = 0.5327
Iteration: 480 ; Train RMSE = 0.4033 ; Test RMSE = 0.5336
Iteration: 500 ; Train RMSE = 0.3926 ; Test RMSE = 0.5344
Iteration: 520 ; Train RMSE = 0.3819 ; Test RMSE = 0.5353
Iteration: 540 ; Train RMSE = 0.3716 ; Test RMSE = 0.5361
Iteration: 560 ; Train RMSE = 0.3617 ; Test RMSE = 0.5368
Iteration: 580 ; Train RMSE = 0.3523 ; Test RMSE = 0.5375
Iteration: 600 ; Train RMSE = 0.3435 ; Test RMSE = 0.5380


K :  180
Iteration: 20 ; Train RMSE = 0.8928 ; Test RMSE = 0.9285
Iteration: 40 ; Train RMSE = 0.7230 ; Test RMSE = 0.7677
Iteration: 60 ; Train RMSE = 0.6398 ; Test RMSE = 0.6853
Iteration: 80 ; Train RMSE = 0.5960 ; Test RMSE = 0.6408
Iteration: 100 ; Train RMSE = 0.5647 ; Test RMSE = 0.6102
Iteration: 120 ; Train RMSE = 0.5286 ; Test RMSE = 0.5777
Iteration: 140 ; Train RMSE = 0.4975 ; Test RMSE = 0.5486
Iteration: 160 ; Train RMSE = 0.4845 ; Test RMSE = 0.5355
Iteration: 180 ; Train RMSE = 0.4795 ; Test RMSE = 0.5309
Iteration: 200 ; Train RMSE = 0.4767 ; Test RMSE = 0.5292
Iteration: 220 ; Train RMSE = 0.4747 ; Test RMSE = 0.5285
Iteration: 240 ; Train RMSE = 0.4728 ; Test RMSE = 0.5283
Iteration: 260 ; Train RMSE = 0.4710 ; Test RMSE = 0.5283
Iteration: 280 ; Train RMSE = 0.4689 ; Test RMSE = 0.5284
Iteration: 300 ; Train RMSE = 0.4665 ; Test RMSE = 0.5287
Iteration: 320 ; Train RMSE = 0.4635 ; Test RMSE = 0.5289
Iteration: 340 ; Train RMSE = 0.4598 ; Test RMSE = 0.5292
Iteration: 360 ; Train RMSE = 0.4552 ; Test RMSE = 0.5295
Iteration: 380 ; Train RMSE = 0.4495 ; Test RMSE = 0.5299
Iteration: 400 ; Train RMSE = 0.4426 ; Test RMSE = 0.5304
Iteration: 420 ; Train RMSE = 0.4345 ; Test RMSE = 0.5309
Iteration: 440 ; Train RMSE = 0.4253 ; Test RMSE = 0.5315
Iteration: 460 ; Train RMSE = 0.4153 ; Test RMSE = 0.5322
Iteration: 480 ; Train RMSE = 0.4047 ; Test RMSE = 0.5330
Iteration: 500 ; Train RMSE = 0.3940 ; Test RMSE = 0.5339
Iteration: 520 ; Train RMSE = 0.3833 ; Test RMSE = 0.5347
Iteration: 540 ; Train RMSE = 0.3729 ; Test RMSE = 0.5355
Iteration: 560 ; Train RMSE = 0.3630 ; Test RMSE = 0.5362
Iteration: 580 ; Train RMSE = 0.3536 ; Test RMSE = 0.5369
Iteration: 600 ; Train RMSE = 0.3447 ; Test RMSE = 0.5375


K :  190
Iteration: 20 ; Train RMSE = 0.8928 ; Test RMSE = 0.9286
Iteration: 40 ; Train RMSE = 0.7230 ; Test RMSE = 0.7677
Iteration: 60 ; Train RMSE = 0.6398 ; Test RMSE = 0.6854
Iteration: 80 ; Train RMSE = 0.5962 ; Test RMSE = 0.6410
Iteration: 100 ; Train RMSE = 0.5653 ; Test RMSE = 0.6107
Iteration: 120 ; Train RMSE = 0.5297 ; Test RMSE = 0.5785
Iteration: 140 ; Train RMSE = 0.4982 ; Test RMSE = 0.5492
Iteration: 160 ; Train RMSE = 0.4848 ; Test RMSE = 0.5357
Iteration: 180 ; Train RMSE = 0.4797 ; Test RMSE = 0.5310
Iteration: 200 ; Train RMSE = 0.4769 ; Test RMSE = 0.5293
Iteration: 220 ; Train RMSE = 0.4748 ; Test RMSE = 0.5285
Iteration: 240 ; Train RMSE = 0.4730 ; Test RMSE = 0.5283
Iteration: 260 ; Train RMSE = 0.4712 ; Test RMSE = 0.5283
Iteration: 280 ; Train RMSE = 0.4692 ; Test RMSE = 0.5285
Iteration: 300 ; Train RMSE = 0.4669 ; Test RMSE = 0.5287
Iteration: 320 ; Train RMSE = 0.4640 ; Test RMSE = 0.5290
Iteration: 340 ; Train RMSE = 0.4605 ; Test RMSE = 0.5293
Iteration: 360 ; Train RMSE = 0.4561 ; Test RMSE = 0.5297
Iteration: 380 ; Train RMSE = 0.4506 ; Test RMSE = 0.5301
Iteration: 400 ; Train RMSE = 0.4439 ; Test RMSE = 0.5306
Iteration: 420 ; Train RMSE = 0.4362 ; Test RMSE = 0.5312
Iteration: 440 ; Train RMSE = 0.4272 ; Test RMSE = 0.5318
Iteration: 460 ; Train RMSE = 0.4174 ; Test RMSE = 0.5325
Iteration: 480 ; Train RMSE = 0.4070 ; Test RMSE = 0.5334
Iteration: 500 ; Train RMSE = 0.3963 ; Test RMSE = 0.5342
Iteration: 520 ; Train RMSE = 0.3856 ; Test RMSE = 0.5351
Iteration: 540 ; Train RMSE = 0.3752 ; Test RMSE = 0.5360
Iteration: 560 ; Train RMSE = 0.3651 ; Test RMSE = 0.5367
Iteration: 580 ; Train RMSE = 0.3556 ; Test RMSE = 0.5374
Iteration: 600 ; Train RMSE = 0.3466 ; Test RMSE = 0.5380


K :  200
Iteration: 20 ; Train RMSE = 0.8928 ; Test RMSE = 0.9285
Iteration: 40 ; Train RMSE = 0.7230 ; Test RMSE = 0.7677
Iteration: 60 ; Train RMSE = 0.6398 ; Test RMSE = 0.6854
Iteration: 80 ; Train RMSE = 0.5963 ; Test RMSE = 0.6410
Iteration: 100 ; Train RMSE = 0.5656 ; Test RMSE = 0.6109
Iteration: 120 ; Train RMSE = 0.5303 ; Test RMSE = 0.5791
Iteration: 140 ; Train RMSE = 0.4986 ; Test RMSE = 0.5496
Iteration: 160 ; Train RMSE = 0.4849 ; Test RMSE = 0.5358
Iteration: 180 ; Train RMSE = 0.4797 ; Test RMSE = 0.5311
Iteration: 200 ; Train RMSE = 0.4770 ; Test RMSE = 0.5293
Iteration: 220 ; Train RMSE = 0.4749 ; Test RMSE = 0.5286
Iteration: 240 ; Train RMSE = 0.4731 ; Test RMSE = 0.5283
Iteration: 260 ; Train RMSE = 0.4713 ; Test RMSE = 0.5283
Iteration: 280 ; Train RMSE = 0.4693 ; Test RMSE = 0.5284
Iteration: 300 ; Train RMSE = 0.4670 ; Test RMSE = 0.5286
Iteration: 320 ; Train RMSE = 0.4642 ; Test RMSE = 0.5290
Iteration: 340 ; Train RMSE = 0.4606 ; Test RMSE = 0.5292
Iteration: 360 ; Train RMSE = 0.4562 ; Test RMSE = 0.5296
Iteration: 380 ; Train RMSE = 0.4507 ; Test RMSE = 0.5300
Iteration: 400 ; Train RMSE = 0.4441 ; Test RMSE = 0.5304
Iteration: 420 ; Train RMSE = 0.4363 ; Test RMSE = 0.5309
Iteration: 440 ; Train RMSE = 0.4275 ; Test RMSE = 0.5316
Iteration: 460 ; Train RMSE = 0.4178 ; Test RMSE = 0.5323
Iteration: 480 ; Train RMSE = 0.4074 ; Test RMSE = 0.5331
Iteration: 500 ; Train RMSE = 0.3968 ; Test RMSE = 0.5340
Iteration: 520 ; Train RMSE = 0.3862 ; Test RMSE = 0.5349
Iteration: 540 ; Train RMSE = 0.3759 ; Test RMSE = 0.5357
Iteration: 560 ; Train RMSE = 0.3659 ; Test RMSE = 0.5365
Iteration: 580 ; Train RMSE = 0.3565 ; Test RMSE = 0.5372
Iteration: 600 ; Train RMSE = 0.3475 ; Test RMSE = 0.5379

